ID_Pedido,Data_Pedido,Nome_Produto,Categoria,Preco_Unitario,Quantidade,ID_Cliente,Cidade,Estado,Valor_Total,Mes,Ano
2476,2026-03-28 01:56:00,Mousepad Gigante,Acessórios,117.01,1,314,Brasília,DF,117.01,3,2026
2477,2026-09-27 11:49:00,Mousepad Gigante,Acessórios,124.51,1,380,Porto Alegre,RS,124.51,9,2026
2478,2026-03-03 02:49:00,SSD NVMe 2TB,Hardware,841.07,1,274,Curitiba,PR,841.07,3,2026
2479,2026-02-11 18:59:00,Placa de Vídeo RTX 4070,Hardware,4286.44,1,339,Florianópolis,SC,4286.44,2,2026
2480,2026-01-31 21:46:00,Licença Suíte Office,Software,447.23,2,203,Fortaleza,CE,894.46,1,2026
2481,2026-06-18 13:55:00,Placa de Vídeo RTX 4070,Hardware,4286.02,1,124,Brasília,DF,4286.02,6,2026
2482,2026-04-23 05:29:00,Webcam 4K,Acessórios,706.84,1,472,Curitiba,PR,706.84,4,2026
2483,2026-08-19 11:02:00,Cadeira Gamer Ergonômica,Móveis,1577.0,1,194,Porto Alegre,RS,1577.0,8,2026
2484,2026-08-22 03:06:00,Mesa em L para Escritório,Móveis,914.79,1,238,Curitiba,PR,914.79,8,2026
2485,2026-05-09 05:35:00,Teclado Mecânico Switch Brown,Acessórios,522.62,1,126,Salvador,BA,522.62,5,2026
2486,2026-06-01 18:25:00,Cadeira Gamer Ergonômica,Móveis,1663.07,1,131,Fortaleza,CE,1663.07,6,2026
2487,2026-02-23 02:14:00,Processador i9,Hardware,3071.45,5,331,Porto Alegre,RS,15357.25,2,2026
2488,2026-06-09 03:13:00,Processador i9,Hardware,3316.24,1,259,São Paulo,SP,3316.24,6,2026
2489,2026-10-25 22:12:00,Mouse Vertical Ergonômico,Acessórios,242.37,1,225,Porto Alegre,RS,242.37,10,2026
2490,2026-06-29 13:15:00,Webcam 4K,Acessórios,678.46,1,449,Florianópolis,SC,678.46,6,2026
2491,2026-06-24 02:44:00,Teclado Mecânico Switch Brown,Acessórios,556.2,2,311,São Paulo,SP,1112.4,6,2026
2492,2026-06-15 10:19:00,Licença Suíte Office,Software,451.35,2,416,Rio de Janeiro,RJ,902.7,6,2026
2493,2026-02-17 21:16:00,Assinatura Cloud 1TB (Anual),Software,206.43,1,352,Curitiba,PR,206.43,2,2026
2494,2026-11-13 03:05:00,Webcam 4K,Acessórios,718.33,1,394,Curitiba,PR,718.33,11,2026
2495,2026-01-08 23:08:00,Teclado Mecânico Switch Brown,Acessórios,567.27,1,277,Belo Horizonte,MG,567.27,1,2026
2496,2026-04-14 22:42:00,Placa de Vídeo RTX 4070,Hardware,4381.13,1,235,Belo Horizonte,MG,4381.13,4,2026
2497,2026-10-30 18:10:00,Assinatura Cloud 1TB (Anual),Software,192.89,1,122,Porto Alegre,RS,192.89,10,2026
2498,2026-09-08 23:24:00,Tablet Produtividade,Eletrônicos,3347.16,1,443,Brasília,DF,3347.16,9,2026
2499,2026-10-12 07:24:00,Assinatura Cloud 1TB (Anual),Software,206.68,1,330,Curitiba,PR,206.68,10,2026
2500,2026-11-05 22:23:00,Webcam 4K,Acessórios,689.85,4,192,Florianópolis,SC,2759.4,11,2026
2501,2026-12-26 20:36:00,SSD NVMe 2TB,Hardware,843.0,1,263,Florianópolis,SC,843.0,12,2026
2502,2026-06-09 12:01:00,Memória RAM 32GB DDR5,Hardware,920.34,1,126,Rio de Janeiro,RJ,920.34,6,2026
2503,2026-01-08 12:37:00,"Monitor Ultrawide 34""",Eletrônicos,2734.69,1,116,Florianópolis,SC,2734.69,1,2026
2504,2026-06-22 11:40:00,Mousepad Gigante,Acessórios,116.33,1,189,Curitiba,PR,116.33,6,2026
2505,2026-09-16 11:07:00,Tablet Produtividade,Eletrônicos,3638.68,1,456,Recife,PE,3638.68,9,2026
2506,2026-11-22 17:21:00,Licença Suíte Office,Software,460.36,1,216,São Paulo,SP,460.36,11,2026
2507,2026-09-07 13:59:00,Placa de Vídeo RTX 4070,Hardware,4697.67,1,159,Florianópolis,SC,4697.67,9,2026
2508,2026-12-29 15:19:00,Webcam 4K,Acessórios,705.12,1,126,São Paulo,SP,705.12,12,2026
2509,2026-12-15 20:29:00,Teclado Mecânico Switch Brown,Acessórios,535.03,1,427,Rio de Janeiro,RJ,535.03,12,2026
2510,2026-09-15 21:14:00,Laptop Gamer,Eletrônicos,7451.7,1,488,Porto Alegre,RS,7451.7,9,2026
2511,2026-11-28 21:24:00,"Monitor Ultrawide 34""",Eletrônicos,2926.52,1,306,Brasília,DF,2926.52,11,2026
2512,2026-12-16 07:38:00,Webcam 4K,Acessórios,665.88,2,181,São Paulo,SP,1331.76,12,2026
2513,2026-08-10 16:09:00,Mousepad Gigante,Acessórios,115.25,2,247,Brasília,DF,230.5,8,2026
2514,2026-08-02 11:05:00,"Monitor Ultrawide 34""",Eletrônicos,2778.1,1,381,Belo Horizonte,MG,2778.1,8,2026
2515,2026-09-28 18:20:00,Teclado Mecânico Switch Brown,Acessórios,544.2,1,437,Salvador,BA,544.2,9,2026
2516,2026-02-22 00:01:00,Mesa em L para Escritório,Móveis,994.21,4,297,Fortaleza,CE,3976.84,2,2026
2517,2026-05-07 20:02:00,Licença Suíte Office,Software,451.41,1,349,Porto Alegre,RS,451.41,5,2026
2518,2026-05-13 00:48:00,"Monitor Ultrawide 34""",Eletrônicos,2796.98,2,378,Porto Alegre,RS,5593.96,5,2026
2519,2026-02-19 05:46:00,Licença Suíte Office,Software,433.07,2,126,Curitiba,PR,866.14,2,2026
2520,2026-10-01 14:46:00,Teclado Mecânico Switch Brown,Acessórios,554.76,2,472,Rio de Janeiro,RJ,1109.52,10,2026
2521,2026-03-03 00:56:00,Placa de Vídeo RTX 4070,Hardware,4445.81,1,493,Curitiba,PR,4445.81,3,2026
2522,2026-02-15 10:45:00,Mousepad Gigante,Acessórios,116.8,2,255,Florianópolis,SC,233.6,2,2026
2523,2026-06-11 02:23:00,Smartphone Topo de Linha,Eletrônicos,5241.83,2,396,Recife,PE,10483.66,6,2026
2524,2026-10-05 04:27:00,Suporte Articulado Monitor,Móveis,361.43,1,439,Curitiba,PR,361.43,10,2026
2525,2026-10-24 23:39:00,Mousepad Gigante,Acessórios,117.57,1,302,Fortaleza,CE,117.57,10,2026
2526,2026-06-16 20:20:00,Mouse Vertical Ergonômico,Acessórios,251.06,2,126,Belo Horizonte,MG,502.12,6,2026
2527,2026-10-26 03:11:00,Cadeira Gamer Ergonômica,Móveis,1524.7,2,138,São Paulo,SP,3049.4,10,2026
2528,2026-10-01 17:52:00,Mouse Vertical Ergonômico,Acessórios,251.66,2,230,Porto Alegre,RS,503.32,10,2026
2529,2026-11-04 23:15:00,Mouse Vertical Ergonômico,Acessórios,246.53,3,454,Porto Alegre,RS,739.59,11,2026
2530,2026-01-27 03:12:00,Laptop Gamer,Eletrônicos,7305.63,1,239,São Paulo,SP,7305.63,1,2026
2531,2026-02-28 22:26:00,SSD NVMe 2TB,Hardware,876.56,5,323,Belo Horizonte,MG,4382.799999999999,2,2026
2532,2026-11-16 04:59:00,Placa Mãe High-End,Hardware,1523.53,1,178,Belo Horizonte,MG,1523.53,11,2026
2533,2026-06-09 19:33:00,Webcam 4K,Acessórios,725.48,1,115,Belo Horizonte,MG,725.48,6,2026
2534,2026-09-25 22:26:00,Placa de Vídeo RTX 4070,Hardware,4315.95,3,212,Belo Horizonte,MG,12947.849999999999,9,2026
2535,2026-05-03 23:38:00,Memória RAM 32GB DDR5,Hardware,919.17,1,362,Brasília,DF,919.17,5,2026
2536,2026-06-04 12:08:00,Memória RAM 32GB DDR5,Hardware,924.78,1,214,Florianópolis,SC,924.78,6,2026
2537,2026-07-04 17:37:00,Placa de Vídeo RTX 4070,Hardware,4469.73,3,407,Belo Horizonte,MG,13409.189999999999,7,2026
2538,2026-07-11 22:30:00,Cadeira Gamer Ergonômica,Móveis,1598.25,1,416,Fortaleza,CE,1598.25,7,2026
2539,2026-03-01 09:24:00,Memória RAM 32GB DDR5,Hardware,933.73,1,460,Belo Horizonte,MG,933.73,3,2026
2540,2026-02-15 13:53:00,Memória RAM 32GB DDR5,Hardware,866.35,1,491,Salvador,BA,866.35,2,2026
2541,2026-07-15 22:56:00,Memória RAM 32GB DDR5,Hardware,907.43,1,342,Fortaleza,CE,907.43,7,2026
2542,2026-11-26 23:02:00,Headset Wireless 7.1,Acessórios,795.82,1,427,São Paulo,SP,795.82,11,2026
2543,2026-08-21 05:49:00,Headset Wireless 7.1,Acessórios,794.9,1,384,Curitiba,PR,794.9,8,2026
2544,2026-01-12 10:46:00,Cadeira Gamer Ergonômica,Móveis,1641.42,1,364,Florianópolis,SC,1641.42,1,2026
2545,2026-05-27 13:27:00,Webcam 4K,Acessórios,688.06,1,303,Brasília,DF,688.06,5,2026
2546,2026-06-02 18:05:00,Assinatura Cloud 1TB (Anual),Software,204.95,1,290,Recife,PE,204.95,6,2026
2547,2026-11-03 19:52:00,Headset Wireless 7.1,Acessórios,811.61,1,131,Porto Alegre,RS,811.61,11,2026
2548,2026-01-22 12:17:00,Placa de Vídeo RTX 4070,Hardware,4282.09,1,105,Recife,PE,4282.09,1,2026
2549,2026-01-28 13:10:00,Headset Wireless 7.1,Acessórios,829.8,1,492,Porto Alegre,RS,829.8,1,2026
2550,2026-10-08 21:46:00,Placa Mãe High-End,Hardware,1515.37,2,274,Brasília,DF,3030.74,10,2026
2551,2026-05-17 00:56:00,Laptop Gamer,Eletrônicos,7701.98,1,341,Rio de Janeiro,RJ,7701.98,5,2026
2552,2026-06-23 12:18:00,Headset Wireless 7.1,Acessórios,790.64,1,196,Rio de Janeiro,RJ,790.64,6,2026
2553,2026-11-26 15:07:00,Webcam 4K,Acessórios,696.36,1,491,Fortaleza,CE,696.36,11,2026
2554,2026-06-21 11:43:00,Webcam 4K,Acessórios,678.47,2,424,Porto Alegre,RS,1356.94,6,2026
2555,2026-10-07 01:11:00,Laptop Gamer,Eletrônicos,7658.89,1,232,Salvador,BA,7658.89,10,2026
2556,2026-10-28 19:37:00,SSD NVMe 2TB,Hardware,826.45,1,125,Rio de Janeiro,RJ,826.45,10,2026
2557,2026-05-31 06:44:00,Laptop Gamer,Eletrônicos,7221.77,2,296,São Paulo,SP,14443.54,5,2026
2558,2026-05-31 21:47:00,Cadeira Gamer Ergonômica,Móveis,1617.58,1,243,Brasília,DF,1617.58,5,2026
2559,2026-08-16 04:34:00,Laptop Gamer,Eletrônicos,7540.73,1,278,Fortaleza,CE,7540.73,8,2026
2560,2026-06-26 19:08:00,Teclado Mecânico Switch Brown,Acessórios,575.96,2,222,Fortaleza,CE,1151.92,6,2026
2561,2026-12-25 00:54:00,Webcam 4K,Acessórios,682.72,1,343,Brasília,DF,682.72,12,2026
2562,2026-03-22 22:44:00,Placa de Vídeo RTX 4070,Hardware,4651.6,1,122,São Paulo,SP,4651.6,3,2026
2563,2026-04-05 16:15:00,SSD NVMe 2TB,Hardware,878.32,5,478,Belo Horizonte,MG,4391.6,4,2026
2564,2026-06-18 00:58:00,Mesa em L para Escritório,Móveis,996.86,1,408,Rio de Janeiro,RJ,996.86,6,2026
2565,2026-09-10 17:43:00,Assinatura Cloud 1TB (Anual),Software,195.37,1,297,Curitiba,PR,195.37,9,2026
2566,2026-11-13 19:49:00,Webcam 4K,Acessórios,727.99,1,157,Porto Alegre,RS,727.99,11,2026
2567,2026-05-17 02:41:00,Mouse Vertical Ergonômico,Acessórios,252.95,2,345,Florianópolis,SC,505.9,5,2026
2568,2026-08-22 09:19:00,Memória RAM 32GB DDR5,Hardware,918.9,1,454,Curitiba,PR,918.9,8,2026
2569,2026-04-19 00:28:00,"Monitor Ultrawide 34""",Eletrônicos,2926.55,1,448,Salvador,BA,2926.55,4,2026
2570,2026-03-16 17:22:00,Mesa em L para Escritório,Móveis,997.34,1,182,Curitiba,PR,997.34,3,2026
2571,2026-12-23 20:18:00,Mouse Vertical Ergonômico,Acessórios,255.51,1,489,Rio de Janeiro,RJ,255.51,12,2026
2572,2026-05-18 23:58:00,Tablet Produtividade,Eletrônicos,3668.25,1,222,Curitiba,PR,3668.25,5,2026
2573,2026-05-08 15:04:00,Memória RAM 32GB DDR5,Hardware,921.24,1,433,São Paulo,SP,921.24,5,2026
2574,2026-12-20 02:18:00,"Monitor Ultrawide 34""",Eletrônicos,2766.87,1,307,Rio de Janeiro,RJ,2766.87,12,2026
2575,2026-11-17 18:16:00,Tablet Produtividade,Eletrônicos,3668.87,1,317,Belo Horizonte,MG,3668.87,11,2026
2576,2026-10-17 03:01:00,Placa Mãe High-End,Hardware,1427.54,1,365,Porto Alegre,RS,1427.54,10,2026
2577,2026-10-05 04:09:00,Processador i9,Hardware,3182.9,1,390,Fortaleza,CE,3182.9,10,2026
2578,2026-01-13 22:08:00,Cadeira Gamer Ergonômica,Móveis,1537.98,1,360,Belo Horizonte,MG,1537.98,1,2026
2579,2026-12-17 01:28:00,Smartphone Topo de Linha,Eletrônicos,5056.83,1,438,Recife,PE,5056.83,12,2026
2580,2026-08-14 23:35:00,Laptop Gamer,Eletrônicos,7769.4,1,368,Salvador,BA,7769.4,8,2026
2581,2026-11-15 13:24:00,Mousepad Gigante,Acessórios,121.28,1,311,Rio de Janeiro,RJ,121.28,11,2026
2582,2026-10-07 20:26:00,Cadeira Gamer Ergonômica,Móveis,1640.71,3,414,Belo Horizonte,MG,4922.13,10,2026
2583,2026-02-05 07:37:00,Placa de Vídeo RTX 4070,Hardware,4334.59,1,467,Brasília,DF,4334.59,2,2026
2584,2026-10-25 04:31:00,Assinatura Cloud 1TB (Anual),Software,191.94,5,193,Brasília,DF,959.7,10,2026
2585,2026-03-13 09:51:00,Mousepad Gigante,Acessórios,122.12,1,236,Porto Alegre,RS,122.12,3,2026
2586,2026-06-08 18:16:00,SSD NVMe 2TB,Hardware,890.33,4,249,Porto Alegre,RS,3561.32,6,2026
2587,2026-12-11 21:31:00,Placa de Vídeo RTX 4070,Hardware,4614.95,2,193,Salvador,BA,9229.9,12,2026
2588,2026-06-23 00:27:00,Cadeira Gamer Ergonômica,Móveis,1559.07,1,389,Recife,PE,1559.07,6,2026
2589,2026-06-25 09:57:00,Laptop Gamer,Eletrônicos,7152.79,4,274,Rio de Janeiro,RJ,28611.16,6,2026
2590,2026-07-12 20:04:00,Teclado Mecânico Switch Brown,Acessórios,538.19,1,247,Rio de Janeiro,RJ,538.19,7,2026
2591,2026-10-28 04:10:00,Processador i9,Hardware,3151.35,1,218,Fortaleza,CE,3151.35,10,2026
2592,2026-12-28 12:37:00,Suporte Articulado Monitor,Móveis,360.85,1,138,Salvador,BA,360.85,12,2026
2593,2026-07-13 07:18:00,Mesa em L para Escritório,Móveis,918.66,2,475,Salvador,BA,1837.32,7,2026
2594,2026-03-24 11:29:00,Teclado Mecânico Switch Brown,Acessórios,557.47,1,316,Salvador,BA,557.47,3,2026
2595,2026-03-23 18:32:00,Webcam 4K,Acessórios,669.56,3,420,Rio de Janeiro,RJ,2008.6799999999998,3,2026
2596,2026-12-27 19:22:00,Assinatura Cloud 1TB (Anual),Software,200.8,2,396,Brasília,DF,401.6,12,2026
2597,2026-11-08 08:41:00,Tablet Produtividade,Eletrônicos,3537.14,1,168,Curitiba,PR,3537.14,11,2026
2598,2026-06-16 20:01:00,Webcam 4K,Acessórios,668.97,1,168,Belo Horizonte,MG,668.97,6,2026
2599,2026-12-28 07:22:00,Mousepad Gigante,Acessórios,117.55,1,496,Salvador,BA,117.55,12,2026
2600,2026-02-04 05:17:00,Placa de Vídeo RTX 4070,Hardware,4386.99,1,195,Florianópolis,SC,4386.99,2,2026
2601,2026-03-27 10:37:00,Licença Suíte Office,Software,429.87,3,137,Florianópolis,SC,1289.6100000000001,3,2026
2602,2026-06-22 18:46:00,Mouse Vertical Ergonômico,Acessórios,239.24,1,348,Curitiba,PR,239.24,6,2026
2603,2026-09-22 08:10:00,Smartphone Topo de Linha,Eletrônicos,5415.16,1,284,Porto Alegre,RS,5415.16,9,2026
2604,2026-10-18 07:35:00,Suporte Articulado Monitor,Móveis,349.03,2,487,Belo Horizonte,MG,698.06,10,2026
2605,2026-12-29 21:43:00,Mousepad Gigante,Acessórios,119.42,4,333,São Paulo,SP,477.68,12,2026
2606,2026-07-31 08:14:00,Placa Mãe High-End,Hardware,1502.48,1,172,Brasília,DF,1502.48,7,2026
2607,2026-02-06 06:41:00,Cadeira Gamer Ergonômica,Móveis,1547.34,2,102,Rio de Janeiro,RJ,3094.68,2,2026
2608,2026-01-13 05:53:00,Licença Suíte Office,Software,463.52,1,217,Curitiba,PR,463.52,1,2026
2609,2026-05-29 16:35:00,Placa de Vídeo RTX 4070,Hardware,4689.02,1,434,Curitiba,PR,4689.02,5,2026
2610,2026-10-01 11:05:00,Webcam 4K,Acessórios,720.52,1,227,Florianópolis,SC,720.52,10,2026
2611,2026-05-12 22:15:00,Teclado Mecânico Switch Brown,Acessórios,547.62,2,164,Fortaleza,CE,1095.24,5,2026
2612,2026-11-22 06:19:00,Assinatura Cloud 1TB (Anual),Software,194.71,1,446,Brasília,DF,194.71,11,2026
2613,2026-05-23 21:48:00,Processador i9,Hardware,3252.7,2,181,Porto Alegre,RS,6505.4,5,2026
2614,2026-11-05 21:45:00,Assinatura Cloud 1TB (Anual),Software,194.64,2,347,Fortaleza,CE,389.28,11,2026
2615,2026-07-30 12:58:00,Laptop Gamer,Eletrônicos,7299.28,1,237,Belo Horizonte,MG,7299.28,7,2026
2616,2026-02-09 17:03:00,Webcam 4K,Acessórios,676.22,2,210,Recife,PE,1352.44,2,2026
2617,2026-05-22 00:18:00,Memória RAM 32GB DDR5,Hardware,890.4,1,167,Porto Alegre,RS,890.4,5,2026
2618,2026-06-29 10:08:00,Webcam 4K,Acessórios,668.21,1,239,Rio de Janeiro,RJ,668.21,6,2026
2619,2026-12-25 07:25:00,Mousepad Gigante,Acessórios,119.9,2,296,Florianópolis,SC,239.8,12,2026
2620,2026-05-19 13:53:00,Mousepad Gigante,Acessórios,117.59,2,495,São Paulo,SP,235.18,5,2026
2621,2026-08-20 12:31:00,Mesa em L para Escritório,Móveis,914.65,1,243,São Paulo,SP,914.65,8,2026
2622,2026-01-18 12:49:00,Tablet Produtividade,Eletrônicos,3643.24,1,328,Salvador,BA,3643.24,1,2026
2623,2026-12-10 19:24:00,Mesa em L para Escritório,Móveis,903.53,1,291,Florianópolis,SC,903.53,12,2026
2624,2026-03-31 05:34:00,Mousepad Gigante,Acessórios,122.41,2,277,Salvador,BA,244.82,3,2026
2625,2026-01-29 11:30:00,Tablet Produtividade,Eletrônicos,3637.44,1,352,Salvador,BA,3637.44,1,2026
2626,2026-04-20 23:15:00,Smartphone Topo de Linha,Eletrônicos,5313.5,1,162,Porto Alegre,RS,5313.5,4,2026
2627,2026-08-23 17:48:00,Placa de Vídeo RTX 4070,Hardware,4463.64,3,366,Salvador,BA,13390.920000000002,8,2026
2628,2026-12-04 06:11:00,Webcam 4K,Acessórios,675.84,2,301,Porto Alegre,RS,1351.68,12,2026
2629,2026-04-27 23:29:00,Memória RAM 32GB DDR5,Hardware,929.54,1,216,Brasília,DF,929.54,4,2026
2630,2026-10-22 18:34:00,Mesa em L para Escritório,Móveis,986.94,1,159,Florianópolis,SC,986.94,10,2026
2631,2026-10-04 04:51:00,Laptop Gamer,Eletrônicos,7741.97,4,126,Salvador,BA,30967.88,10,2026
2632,2026-02-26 21:28:00,Mesa em L para Escritório,Móveis,952.66,2,438,São Paulo,SP,1905.32,2,2026
2633,2026-03-30 04:52:00,Processador i9,Hardware,3154.16,1,156,Rio de Janeiro,RJ,3154.16,3,2026
2634,2026-11-07 10:53:00,Mousepad Gigante,Acessórios,124.43,1,329,Rio de Janeiro,RJ,124.43,11,2026
2635,2026-10-23 01:55:00,Tablet Produtividade,Eletrônicos,3484.34,1,191,Recife,PE,3484.34,10,2026
2636,2026-02-27 15:34:00,SSD NVMe 2TB,Hardware,833.47,1,116,Belo Horizonte,MG,833.47,2,2026
2637,2026-09-10 21:03:00,Laptop Gamer,Eletrônicos,7360.5,5,350,Curitiba,PR,36802.5,9,2026
2638,2026-10-31 03:42:00,Mousepad Gigante,Acessórios,114.05,1,234,Recife,PE,114.05,10,2026
2639,2026-08-31 12:25:00,Assinatura Cloud 1TB (Anual),Software,209.22,1,402,Rio de Janeiro,RJ,209.22,8,2026
2640,2026-10-22 11:58:00,Mousepad Gigante,Acessórios,124.67,1,219,Belo Horizonte,MG,124.67,10,2026
2641,2026-12-29 09:33:00,Memória RAM 32GB DDR5,Hardware,884.51,1,360,Brasília,DF,884.51,12,2026
2642,2026-05-21 16:43:00,Headset Wireless 7.1,Acessórios,786.51,1,482,Fortaleza,CE,786.51,5,2026
2643,2026-02-14 23:33:00,Teclado Mecânico Switch Brown,Acessórios,574.14,5,339,Belo Horizonte,MG,2870.7,2,2026
2644,2026-11-02 20:11:00,Laptop Gamer,Eletrônicos,7568.98,1,489,Rio de Janeiro,RJ,7568.98,11,2026
2645,2026-03-24 12:58:00,SSD NVMe 2TB,Hardware,807.97,3,237,Recife,PE,2423.91,3,2026
2646,2026-12-25 12:51:00,Suporte Articulado Monitor,Móveis,346.24,5,174,Curitiba,PR,1731.2,12,2026
2647,2026-11-29 04:24:00,Processador i9,Hardware,3308.8,2,459,Rio de Janeiro,RJ,6617.6,11,2026
2648,2026-02-03 19:41:00,Mesa em L para Escritório,Móveis,935.5,1,435,Porto Alegre,RS,935.5,2,2026
2649,2026-10-08 00:03:00,Suporte Articulado Monitor,Móveis,352.53,1,420,São Paulo,SP,352.53,10,2026
2650,2026-11-08 00:23:00,Tablet Produtividade,Eletrônicos,3414.76,1,473,Porto Alegre,RS,3414.76,11,2026
2651,2026-07-15 13:54:00,Smartphone Topo de Linha,Eletrônicos,5341.48,1,311,Florianópolis,SC,5341.48,7,2026
2652,2026-09-02 05:03:00,Mesa em L para Escritório,Móveis,937.42,2,131,Porto Alegre,RS,1874.84,9,2026
2653,2026-09-24 05:54:00,Webcam 4K,Acessórios,692.03,1,132,São Paulo,SP,692.03,9,2026
2654,2026-10-12 10:35:00,Headset Wireless 7.1,Acessórios,778.7,1,207,Rio de Janeiro,RJ,778.7,10,2026
2655,2026-08-29 01:39:00,Mouse Vertical Ergonômico,Acessórios,260.16,1,140,Porto Alegre,RS,260.16,8,2026
2656,2026-06-21 06:56:00,Assinatura Cloud 1TB (Anual),Software,199.61,5,195,Brasília,DF,998.0500000000001,6,2026
2657,2026-11-12 22:30:00,Memória RAM 32GB DDR5,Hardware,904.84,2,188,Rio de Janeiro,RJ,1809.68,11,2026
2658,2026-05-02 03:55:00,Webcam 4K,Acessórios,724.89,3,235,Porto Alegre,RS,2174.67,5,2026
2659,2026-12-27 06:22:00,SSD NVMe 2TB,Hardware,868.6,1,284,Porto Alegre,RS,868.6,12,2026
2660,2026-09-10 16:36:00,Smartphone Topo de Linha,Eletrônicos,5044.18,1,202,Brasília,DF,5044.18,9,2026
2661,2026-10-16 02:09:00,Processador i9,Hardware,3286.18,1,322,Rio de Janeiro,RJ,3286.18,10,2026
2662,2026-04-28 17:24:00,Suporte Articulado Monitor,Móveis,358.86,1,232,Recife,PE,358.86,4,2026
2663,2026-03-17 15:57:00,"Monitor Ultrawide 34""",Eletrônicos,2870.5,1,249,Fortaleza,CE,2870.5,3,2026
2664,2026-11-09 19:46:00,"Monitor Ultrawide 34""",Eletrônicos,2839.66,1,130,São Paulo,SP,2839.66,11,2026
2665,2026-12-14 01:39:00,Webcam 4K,Acessórios,716.5,1,303,Rio de Janeiro,RJ,716.5,12,2026
2666,2026-08-11 19:11:00,"Monitor Ultrawide 34""",Eletrônicos,2699.16,1,284,Salvador,BA,2699.16,8,2026
2667,2026-12-31 09:40:00,Mousepad Gigante,Acessórios,114.85,1,439,Recife,PE,114.85,12,2026
2668,2026-09-24 23:36:00,Licença Suíte Office,Software,457.35,2,281,Florianópolis,SC,914.7,9,2026
2669,2026-03-07 03:59:00,Tablet Produtividade,Eletrônicos,3550.29,1,474,Curitiba,PR,3550.29,3,2026
2670,2026-01-10 05:31:00,Mouse Vertical Ergonômico,Acessórios,240.93,1,352,Fortaleza,CE,240.93,1,2026
2671,2026-05-05 08:29:00,Licença Suíte Office,Software,464.64,3,334,Brasília,DF,1393.92,5,2026
2672,2026-05-08 07:32:00,Assinatura Cloud 1TB (Anual),Software,200.43,1,346,Belo Horizonte,MG,200.43,5,2026
2673,2026-02-21 07:14:00,Webcam 4K,Acessórios,694.6,1,163,São Paulo,SP,694.6,2,2026
2674,2026-03-06 17:52:00,Mesa em L para Escritório,Móveis,995.61,1,347,Curitiba,PR,995.61,3,2026
2675,2026-01-21 09:53:00,Assinatura Cloud 1TB (Anual),Software,205.06,1,431,Belo Horizonte,MG,205.06,1,2026
2676,2026-04-30 23:33:00,Processador i9,Hardware,3317.82,1,109,Recife,PE,3317.82,4,2026
2677,2026-10-26 21:30:00,Assinatura Cloud 1TB (Anual),Software,193.91,2,373,Recife,PE,387.82,10,2026
2678,2026-08-04 09:41:00,Tablet Produtividade,Eletrônicos,3471.9,1,438,Rio de Janeiro,RJ,3471.9,8,2026
2679,2026-03-04 01:11:00,Smartphone Topo de Linha,Eletrônicos,5435.44,2,206,Florianópolis,SC,10870.88,3,2026
2680,2026-05-01 18:58:00,Placa de Vídeo RTX 4070,Hardware,4507.71,1,160,Florianópolis,SC,4507.71,5,2026
2681,2026-03-20 17:56:00,Webcam 4K,Acessórios,671.76,2,495,Recife,PE,1343.52,3,2026
2682,2026-02-02 15:36:00,Mesa em L para Escritório,Móveis,938.05,1,345,Salvador,BA,938.05,2,2026
2683,2026-12-17 17:09:00,Suporte Articulado Monitor,Móveis,358.04,1,299,Curitiba,PR,358.04,12,2026
2684,2026-02-08 21:13:00,Assinatura Cloud 1TB (Anual),Software,198.94,2,319,Salvador,BA,397.88,2,2026
2685,2026-04-03 14:12:00,Mesa em L para Escritório,Móveis,977.74,1,159,Brasília,DF,977.74,4,2026
2686,2026-02-12 10:05:00,Smartphone Topo de Linha,Eletrônicos,4985.01,1,349,Recife,PE,4985.01,2,2026
2687,2026-01-06 23:49:00,Licença Suíte Office,Software,460.97,1,167,Rio de Janeiro,RJ,460.97,1,2026
2688,2026-10-04 17:34:00,Placa Mãe High-End,Hardware,1505.19,3,308,Rio de Janeiro,RJ,4515.57,10,2026
2689,2026-04-24 15:01:00,Mesa em L para Escritório,Móveis,937.52,1,377,Belo Horizonte,MG,937.52,4,2026
2690,2026-06-08 02:38:00,Smartphone Topo de Linha,Eletrônicos,5145.7,4,385,Recife,PE,20582.8,6,2026
2691,2026-08-29 05:29:00,Laptop Gamer,Eletrônicos,7215.65,1,115,Fortaleza,CE,7215.65,8,2026
2692,2026-08-08 06:02:00,Smartphone Topo de Linha,Eletrônicos,5029.68,1,404,Rio de Janeiro,RJ,5029.68,8,2026
2693,2026-12-31 02:50:00,Processador i9,Hardware,3346.0,1,202,Fortaleza,CE,3346.0,12,2026
2694,2026-03-28 01:08:00,SSD NVMe 2TB,Hardware,863.09,2,143,Recife,PE,1726.18,3,2026
2695,2026-01-02 06:21:00,"Monitor Ultrawide 34""",Eletrônicos,2845.67,1,258,Recife,PE,2845.67,1,2026
2696,2026-10-28 04:28:00,Placa Mãe High-End,Hardware,1554.85,2,389,Belo Horizonte,MG,3109.7,10,2026
2697,2026-09-03 03:02:00,Smartphone Topo de Linha,Eletrônicos,5132.33,1,379,Fortaleza,CE,5132.33,9,2026
2698,2026-08-06 19:39:00,Mouse Vertical Ergonômico,Acessórios,252.22,2,234,Florianópolis,SC,504.44,8,2026
2699,2026-08-07 05:04:00,Headset Wireless 7.1,Acessórios,793.18,4,117,Belo Horizonte,MG,3172.72,8,2026
